record_key	sources	pmid	doi	title	decision	primary_reason	full_text_or_code_assessed	freeze_date
doi:10.36922/ejmo025510526	Semantic_Scholar_top100		10.36922/ejmo025510526	Screening of potential autophagy-related long non-coding RNAs and their regulatory pathways in radioactive iodine-refractory differentiated thyroid cancer	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
doi:10.4081/jbr.2026.14951	citation_snowball		10.4081/jbr.2026.14951	Integrated clinicopathological and molecular profiling of papillary thyroid carcinoma identifies predominant BRAF and TERT promoter mutations: a cross-sectional study	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
doi:10.5114/aoms/220215	citation_snowball		10.5114/aoms/220215	MicroRNA-Based Machine Learning Classifier Accurately Predicts Molecular Subtypes in Endometrial Carcinoma	exclude	no_relevant_radioiodine_construct	no	2026-07-12
doi:10.5114/aoms/224312	citation_snowball		10.5114/aoms/224312	Case report of two growth hormone-secreting invasive pituitary adenomas and literature review	exclude	review_or_secondary_source	no	2026-07-12
doi:10.51922/2074-5044.2026.2.33	citation_snowball		10.51922/2074-5044.2026.2.33	MICRORNA EXPRESSION PROFILE IN THE NORMAL THYROID AND ITS BENIGN LESIONS	exclude	no_relevant_radioiodine_construct	no	2026-07-12
doi:10.52532/3135-3940-2026-2-717	citation_snowball		10.52532/3135-3940-2026-2-717	TARGETED THERAPY AND IMMUNOTHERAPY IN COMBINED ANAPLASTIC AND PAPILLARY THYROID CARCINOMA WITH BRAF V600E MUTATION AND PD-L1 EXPRESSION: A CLINICAL CASE	exclude	no_relevant_radioiodine_construct	no	2026-07-12
doi:10.52573/ipmj.2026.166913	citation_snowball		10.52573/ipmj.2026.166913	Use of The Bethesda System for Reporting Thyroid Cytopathology in Thyroid Nodules Incoordination to the Appropriate Surgical Intervention	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
doi:10.64898/2026.06.24.734314	citation_snowball		10.64898/2026.06.24.734314	Defining biologically directed therapy target signatures in urothelial carcinoma: A transcriptomic framework for precision therapy	exclude	no_relevant_radioiodine_construct	no	2026-07-12
doi:10.70286/eoss-22.06.2026.008.303-306	citation_snowball		10.70286/eoss-22.06.2026.008.303-306	FOCAL THYROID NODULES: DIAGNOSTIC CHALLENGES	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
doi:10.7150/jca.134792	citation_snowball		10.7150/jca.134792	Development and Validation of an m6A-Derived Prognostic Signature in Lung Adenocarcinoma	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:10229912	PubMed	10229912	10.1530/eje.0.1400447	Iodide symporter gene expression in normal and transformed rat thyroid cells.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:10443689	PubMed;Europe_PMC	10443689	10.1210/jcem.84.8.5913	Phenylacetate inhibits growth and vascular endothelial growth factor secretion in human thyroid carcinoma cells and modulates their differentiated function.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:10482376	PubMed	10482376	10.1089/thy.1999.9.821	Regulation of sodium iodide symporter gene expression in FRTL-5 rat thyroid cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:10487692	PubMed	10487692	10.1210/jcem.84.9.5996	Expression of the Na+/I- symporter gene in human thyroid tumors: a comparison study with other thyroid-specific genes.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:10576759	PubMed;Europe_PMC	10576759	10.1530/eje.0.1410443	Sodium/iodide symporter: a key transport system in thyroid cancer cell metabolism.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:10673852	PubMed	10673852		[Current diagnostic method, prognosis estimation and therapy of papillary thyroid cancer: recommendations of the medical universities and the National Oncologic Institute of Budapest].	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:10822300	PubMed	10822300	10.1038/sj.gt.3301170	Expression and activity of human Na+/I- symporter in human glioma cells by adenovirus-mediated gene delivery.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:10890895	PubMed	10890895	10.1073/pnas.140217197	Retinoic acid induces sodium/iodide symporter gene expression and radioiodide uptake in the MCF-7 breast cancer cell line.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:11078986	PubMed	11078986	10.1530/eje.0.1430623	Sodium-iodide symporter (NIS) gene expression in lymph-node metastases of papillary thyroid carcinomas.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:11107872	PubMed	11107872		[Iodine, sodium-iodine symporter and thyroid diseases].	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:11349878	PubMed	11349878	10.1023/a:1006468527935	Single brain metastasis from thyroid cancer: report of twelve cases and review of the literature.	exclude	review_or_secondary_source	no	2026-07-12
pmid:11383870	PubMed	11383870	10.1007/s002590100507	Iodide uptake in human anaplastic thyroid carcinoma cells after transfer of the human thyroid peroxidase gene.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:11396700	PubMed	11396700	10.1089/105072501300176372	Sodium iodide symporter in health and disease.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:11459780	PubMed	11459780	10.1210/endo.142.8.8344	Differential regulation of the human sodium/iodide symporter gene promoter in papillary thyroid carcinoma cell lines and normal thyroid cells.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:11523714	PubMed	11523714		Risk group-based management of differentiated thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:11573138	PubMed	11573138	10.1055/s-2001-11017	Regulation of the sodium/iodide symporter by retinoids--a review.	exclude	review_or_secondary_source	no	2026-07-12
pmid:11845031	PubMed	11845031		Lingual thyroid. A case report.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:11865341	PubMed	11865341	10.1007/s00268-001-0198-x	Metastatic differentiated thyroid carcinoma: clinicopathological profile and outcome in an iodine deficient area.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:11965610	PubMed	11965610	10.1053/snuc.2002.31565	In- and Y-DOTA-lanreotide: results and implications of the MAURITIUS trial.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:12153595	PubMed	12153595	10.1046/j.1365-2265.2002.01589.x	Treatment of advanced neuroendocrine tumours using combination chemotherapy with lomustine and 5-fluorouracil.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:12171531	PubMed	12171531	10.2174/1381612023393756	Experience with indium-111 and yttrium-90-labeled somatostatin analogs.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:12351692	PubMed	12351692	10.1210/me.2002-0109	A thyroid-specific far-upstream enhancer in the human sodium/iodide symporter gene requires Pax-8 binding and cyclic adenosine 3',5'-monophosphate response element-like sequence binding proteins for full activity and is differentially regulated in normal and thyroid cancer cells.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:12490845	PubMed;Europe_PMC	12490845	10.1067/msy.2002.128690	Increasing the effectiveness of radioactive iodine therapy in the treatment of thyroid cancer using Trichostatin A, a histone deacetylase inhibitor.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:12621014	PubMed	12621014		Dosimetry-guided radioactive iodine treatment in patients with metastatic differentiated thyroid cancer: largest safe dose using a risk-adapted approach.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:12792733	PubMed	12792733		Kinetics of iodide uptake and efflux in various human thyroid cancer cells by expressing sodium iodide symporter gene via a recombinant adenovirus.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:12964971	PubMed	12964971	10.1089/105072503322240004	Effects of thyroidectomy alone or followed by radioiodine ablation of thyroid remnants on the outcome of graves' ophthalmopathy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:14630715	PubMed;Europe_PMC	14630715	10.1210/en.2003-1250	Transcriptional regulation of human sodium/iodide symporter gene: a role for redox factor-1.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:14666639	PubMed	14666639		AMES, MACIS and TNM prognostic classifications in papillary thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:14764827	PubMed	14764827	10.1210/jc.2003-031407	Valproic acid induces the expression of the Na+/I- symporter and iodine uptake in poorly differentiated thyroid cancer cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:14991244	PubMed	14991244	10.1007/s00259-004-1478-0	Indium-111 octreotide scintigraphy for the detection of non-functioning metastases from differentiated thyroid cancer: diagnostic and prognostic value.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:15062366	PubMed	15062366	10.1016/s1055-3207(03)00129-7	Iodine 131 ((131)I) as adjuvant therapy of differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:15271884	PubMed	15271884	10.1210/en.2004-0631	Adenovirus-mediated transfer of thyroid transcription factor-1 induces radioiodide organification and retention in thyroid cancer cells.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:15340050	PubMed	15340050	10.1128/mcb.24.18.7863-7877.2004	Transcription factor Nkx-2.5 induces sodium/iodide symporter gene expression and participates in retinoic acid- and lactation-induced transcription in mammary cells.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:15509640	PubMed	15509640	10.1210/jc.2004-0779	[18F]fluorodeoxyglucose uptake in recurrent thyroid cancer is related to hexokinase i expression in the primary tumor.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:15866462	PubMed	15866462	10.1016/j.mrgentox.2005.01.010	Evaluation of the reticulocyte micronucleus assay in patients treated with radioiodine for thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:15941870	PubMed;Europe_PMC	15941870	10.1210/jc.2004-2140	A novel therapeutic strategy for medullary thyroid cancer based on radioiodine therapy following tissue-specific sodium iodide symporter gene expression.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:15968416	PubMed	15968416	10.1267/nukl05030086	Expression of the sodium iodide symporter in differentiated thyroid cancer: clinical evidence.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:16029487	PubMed;Europe_PMC	16029487	10.1186/1471-2407-5-80	Recovery of NIS expression in thyroid cancer cells by overexpression of Pax8 gene.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:16030158	PubMed	16030158	10.1210/jc.2005-0367	Reverse transcriptase inhibitors down-regulate cell proliferation in vitro and in vivo and restore thyrotropin signaling and iodine uptake in human thyroid anaplastic carcinoma.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:16264365	PubMed	16264365	10.1097/00006231-200512000-00017	Altered gene expression profiles by sodium/iodide symporter gene transfection in a human anaplastic thyroid carcinoma cell line using a radioactive complementary DNA microarray.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:16311041	PubMed	16311041	10.1016/j.tem.2005.11.005	Staging and treatment of differentiated thyroid carcinoma with radiolabeled somatostatin analogs.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:16335670	PubMed;Europe_PMC	16335670		[Estimation of sodium/iodide symporter gene expression (NIS) in thyroid cancer by RT-PCR technique (preliminary study)].	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:16553031	PubMed	16553031	10.1007/bf03349174	Acute changes in clinical parameters and thyroid function peripheral markers following L-T4 withdrawal in patients totally thyroidectomized for thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:16680590	PubMed	16680590	10.1007/s00268-005-0356-7	Classical and follicular variant of papillary thyroid carcinoma: a comparative study on clinicopathologic features and long-term outcome.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:16720251	PubMed	16720251	10.1016/j.nucmedbio.2006.01.011	99mTc-pertechnetate uptake in hepatoma cells due to tissue-specific human sodium iodide symporter gene expression.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:16954431	PubMed;Europe_PMC	16954431	10.1677/erc.1.01143	Enhancement of sodium/iodide symporter expression in thyroid and breast cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:17045167	PubMed;Europe_PMC	17045167	10.1016/j.nucmedbio.2006.07.004	Effect of all-trans retinoic acid on sodium/iodide symporter expression, radioiodine uptake and gene expression profiles in a human anaplastic thyroid carcinoma cell line.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:17164311	PubMed;Europe_PMC	17164311	10.1210/jc.2006-2106	Protein synthesis inhibitors, in synergy with 5-azacytidine, restore sodium/iodide symporter gene expression in human thyroid adenoma cell line, KAK-1, suggesting trans-active transcriptional repressor.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:17213810	PubMed;Europe_PMC	17213810	10.1038/sj.onc.1210178	Epigenetic patterns of the retinoic acid receptor beta2 promoter in retinoic acid-resistant thyroid cancer cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:17317846	Europe_PMC	17317846	10.1158/1078-0432.ccr-06-1753	Suppression of BRAF/MEK/MAP kinase pathway restores expression of iodide-metabolizing genes in thyroid cells expressing the V600E BRAF mutant.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:17391636	Europe_PMC	17391636	10.1016/j.ando.2006.11.004	Recent advances in treatment of medullary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:17555505	PubMed	17555505	10.1111/j.1365-2265.2007.02907.x	Clinical relevance of highly sensitive Tg assay in monitoring patients treated for differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:17600477	PubMed	17600477	10.1089/cbr.2006.319	The comparative effects of gene modulators on thyroid-specific genes and radioiodine uptake.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:17600478	PubMed;Europe_PMC	17600478	10.1089/cbr.2006.316	Reinduction of cell differentiation and 131I uptake in a poorly differentiated thyroid tumor in response to the reverse transcriptase (RT) inhibitor nevirapine.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:17651485	PubMed	17651485	10.1186/1471-2407-7-137	PI3K activation is associated with intracellular sodium/iodide symporter protein expression in breast cancer.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:17679169	PubMed	17679169	10.1089/cbr.2006.319.a	The comparative effects of gene modulators on thyroid-specific genes and radioiodine uptake.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:17854396	PubMed	17854396	10.1111/j.1365-2265.2007.03008.x	Molecular characteristics in papillary thyroid cancers (PTCs) with no 131I uptake.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:17872355	PubMed	17872355	10.4158/ep.13.5.521	Management of patients with low-risk papillary thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:17873131	PubMed	17873131	10.2967/jnumed.107.042192	The dental safety profile of high-dose radioiodine therapy for thyroid cancer: long-term results of a longitudinal cohort study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
